uid,left_actor_id,left_actor_name,<->,right_actor_id,right_actor_name,weight
nm0828288__nm2512602,nm0828288,Brinke Stevens,<->,nm2512602,Edward Gusts,1
nm0828288__nm3139777,nm0828288,Brinke Stevens,<->,nm3139777,Kristin Wall,1
nm0828288__nm4023961,nm0828288,Brinke Stevens,<->,nm4023961,Emii,1
nm0828288__nm4535518,nm0828288,Brinke Stevens,<->,nm4535518,Mindy Robinson,1
nm0828288__nm4766272,nm0828288,Brinke Stevens,<->,nm4766272,Farrah Laurel Abraham,1
nm0828288__nm1047933,nm0828288,Brinke Stevens,<->,nm1047933,Christopher D. Harder,1
nm0001643__nm0828288,nm0001643,Linnea Quigley,<->,nm0828288,Brinke Stevens,1
nm0828288__nm1065343,nm0828288,Brinke Stevens,<->,nm1065343,Adam Graff,1
nm0828288__nm4066879,nm0828288,Brinke Stevens,<->,nm4066879,Todd Maurer,1
nm0828288__nm5768603,nm0828288,Brinke Stevens,<->,nm5768603,Orel De La Mota,1
nm0828288__nm6109430,nm0828288,Brinke Stevens,<->,nm6109430,Tadd Fulton,1
nm0828288__nm1478411,nm0828288,Brinke Stevens,<->,nm1478411,Christy Johnson,1
nm0828288__nm2545114,nm0828288,Brinke Stevens,<->,nm2545114,Kaylee Williams,1
nm0828288__nm6148022,nm0828288,Brinke Stevens,<->,nm6148022,Kaila Spargo,1
nm0157661__nm0828288,nm0157661,Melinda Chilton,<->,nm0828288,Brinke Stevens,1
nm0828288__nm3220578,nm0828288,Brinke Stevens,<->,nm3220578,Billy Holden,1
nm0726223__nm0828288,nm0726223,Richard Riehle,<->,nm0828288,Brinke Stevens,1
nm0828288__nm0912916,nm0828288,Brinke Stevens,<->,nm0912916,Kiersten Warren,1
nm0828288__nm0933281,nm0828288,Brinke Stevens,<->,nm0933281,Debra Wilson,1
nm0828288__nm2664384,nm0828288,Brinke Stevens,<->,nm2664384,Drew Marvick,1
nm0828288__nm7056094,nm0828288,Brinke Stevens,<->,nm7056094,Robert Lankford,1
nm0828288__nm9175364,nm0828288,Brinke Stevens,<->,nm9175364,Mindy Gilkerson,1
nm0018080__nm0828288,nm0018080,Aki Aleong,<->,nm0828288,Brinke Stevens,1
nm0828288__nm2157090,nm0828288,Brinke Stevens,<->,nm2157090,Jennifer Scott,1
nm0828288__nm6536229,nm0828288,Brinke Stevens,<->,nm6536229,Cat Roberts,1
nm0828288__nm6602752,nm0828288,Brinke Stevens,<->,nm6602752,Emma Patricia Roberts,1
nm0482941__nm0828288,nm0482941,Debra Lamb,<->,nm0828288,Brinke Stevens,1
nm0409430__nm0828288,nm0409430,Manu Intiraymi,<->,nm0828288,Brinke Stevens,1
nm0828288__nm1012029,nm0828288,Brinke Stevens,<->,nm1012029,Kristen Renton,1
nm0828288__nm1043494,nm0828288,Brinke Stevens,<->,nm1043494,Rachel Sterling,1
nm0828288__nm1864017,nm0828288,Brinke Stevens,<->,nm1864017,Maria Olsen,1
nm0828288__nm2006748,nm0828288,Brinke Stevens,<->,nm2006748,Tom Harris,1
nm0828288__nm2007871,nm0828288,Brinke Stevens,<->,nm2007871,Georgia Vasi,1
nm0828288__nm3626959,nm0828288,Brinke Stevens,<->,nm3626959,Rickey Bird Jr.,1
nm0828288__nm4476830,nm0828288,Brinke Stevens,<->,nm4476830,Jared Rice,1
nm0828288__nm5438822,nm0828288,Brinke Stevens,<->,nm5438822,Chelsea Newman,1
nm0697169__nm0828288,nm0697169,Sue Price,<->,nm0828288,Brinke Stevens,1
nm0828288__nm1594672,nm0828288,Brinke Stevens,<->,nm1594672,Peter Stickles,1
nm0828288__nm5565648,nm0828288,Brinke Stevens,<->,nm5565648,Amber Jenna Bohac,1
nm0828288__nm7736654,nm0828288,Brinke Stevens,<->,nm7736654,Carrie Bernans,1
nm0329491__nm0933983,nm0329491,John Goodwin,<->,nm0933983,R.G. Wilson,1
nm0000417__nm0000457,nm0000417,Crispin Glover,<->,nm0000457,John Hurt,1
nm0000417__nm0000603,nm0000417,Crispin Glover,<->,nm0000603,Vanessa Redgrave,1
nm0000417__nm0452288,nm0000417,Crispin Glover,<->,nm0452288,Margot Kidder,1
nm0000417__nm0000444,nm0000417,Crispin Glover,<->,nm0000444,Glenne Headly,1
nm0000417__nm0001601,nm0000417,Crispin Glover,<->,nm0001601,David Paymer,1
nm0000417__nm0001999,nm0000417,Crispin Glover,<->,nm0001999,Maury Chaykin,1
nm0000417__nm0000998,nm0000417,Crispin Glover,<->,nm0000998,Jake Busey,1
nm0000417__nm0004965,nm0000417,Crispin Glover,<->,nm0004965,Adam Goldberg,1
nm0000417__nm0005169,nm0000417,Crispin Glover,<->,nm0005169,Natasha Lyonne,1
nm0000388__nm0000417,nm0000388,R. Lee Ermey,<->,nm0000417,Crispin Glover,1
nm0000417__nm0005009,nm0000417,Crispin Glover,<->,nm0005009,Laura Harring,1
nm0000417__nm0123201,nm0000417,Crispin Glover,<->,nm0123201,Jackie Burroughs,1
nm0000417__nm0005134,nm0000417,Crispin Glover,<->,nm0005134,Jason Lee,1
nm0000417__nm0075359,nm0000417,Crispin Glover,<->,nm0075359,Xander Berkeley,1
nm0000417__nm0319096,nm0000417,Crispin Glover,<->,nm0319096,Burton Gilliam,1
nm0000417__nm0000705,nm0000417,Crispin Glover,<->,nm0000705,Robin Wright,1
nm0000417__nm0001401,nm0000417,Crispin Glover,<->,nm0001401,Angelina Jolie,1
nm0000417__nm0935653,nm0000417,Crispin Glover,<->,nm0935653,Ray Winstone,1
nm0000417__nm0366106,nm0000417,Crispin Glover,<->,nm0366106,Margo Harshman,1
nm0000417__nm0996651,nm0000417,Crispin Glover,<->,nm0996651,Greg Cipes,1
nm0000417__nm1712175,nm0000417,Crispin Glover,<->,nm1712175,Kelly Vitz,1
nm0000124__nm0000417,nm0000124,Jennifer Connelly,<->,nm0000417,Crispin Glover,1
nm0000417__nm0000704,nm0000417,Crispin Glover,<->,nm0000704,Elijah Wood,1
nm0000417__nm0001626,nm0000417,Crispin Glover,<->,nm0001626,Christopher Plummer,1
nm0000417__nm0001062,nm0000417,Crispin Glover,<->,nm0001062,Jeffrey Combs,1
nm0000417__nm0005313,nm0000417,Crispin Glover,<->,nm0005313,Bijou Phillips,1
nm0000417__nm0661164,nm0000417,Crispin Glover,<->,nm0661164,Kip Pardue,1
nm0000225__nm0000417,nm0000225,Christian Slater,<->,nm0000417,Crispin Glover,1
nm0000417__nm0121605,nm0000417,Crispin Glover,<->,nm0121605,Billy Burke,1
nm0000417__nm0925220,nm0000417,Crispin Glover,<->,nm0925220,Michael Jai White,1
nm0000417__nm0102175,nm0000417,Crispin Glover,<->,nm0102175,Sarain Boylan,1
nm0000417__nm0338381,nm0000417,Crispin Glover,<->,nm0338381,Tom Green,1
nm0000417__nm0405111,nm0000417,Crispin Glover,<->,nm0405111,Scott Hylands,1
nm0000417__nm0095478,nm0000417,Crispin Glover,<->,nm0095478,Mark Boone Junior,1
nm0000417__nm0186728,nm0000417,Crispin Glover,<->,nm0186728,Clayne Crawford,1
nm0000417__nm0763873,nm0000417,Crispin Glover,<->,nm0763873,Michele Santopietro,1
nm0000417__nm3352434,nm0000417,Crispin Glover,<->,nm3352434,Mia Serafino,1
nm0000417__nm4230210,nm0000417,Crispin Glover,<->,nm4230210,Ronen Rubinstein,1
nm0000417__nm5962871,nm0000417,Crispin Glover,<->,nm5962871,Amadeus Serafini,1
nm0000131__nm0000417,nm0000131,John Cusack,<->,nm0000417,Crispin Glover,1
nm0000134__nm0000417,nm0000134,Robert De Niro,<->,nm0000417,Crispin Glover,1
nm0000417__nm3762369,nm0000417,Crispin Glover,<->,nm3762369,Rebecca Da Costa,1
nm0000417__nm0209289,nm0000417,Crispin Glover,<->,nm0209289,Paz de la Huerta,1
nm0000417__nm0601930,nm0000417,Crispin Glover,<->,nm0601930,Terry Moore,1
nm0000417__nm1534694,nm0000417,Crispin Glover,<->,nm1534694,Allisyn Snyder,1
nm0000417__nm1275259,nm0000417,Crispin Glover,<->,nm1275259,Alexandra Daddario,1
nm0000417__nm1659221,nm0000417,Crispin Glover,<->,nm1659221,Sebastian Stan,1
nm0000417__nm3920288,nm0000417,Crispin Glover,<->,nm3920288,Taissa Farmiga,1
nm0000417__nm2400045,nm0000417,Crispin Glover,<->,nm2400045,Nina Dobrev,1
nm0000417__nm3478396,nm0000417,Crispin Glover,<->,nm3478396,Luke Bracey,1
nm0000417__nm9278794,nm0000417,Crispin Glover,<->,nm9278794,Ella Ryan Quinn,1
nm0000457__nm0000603,nm0000457,John Hurt,<->,nm0000603,Vanessa Redgrave,1
nm0000603__nm0452288,nm0000603,Vanessa Redgrave,<->,nm0452288,Margot Kidder,1
nm0000501__nm0000603,nm0000501,Ray Liotta,<->,nm0000603,Vanessa Redgrave,1
nm0000603__nm0001517,nm0000603,Vanessa Redgrave,<->,nm0001517,Catherine McCormack,1
nm0000603__nm0605080,nm0000603,Vanessa Redgrave,<->,nm0605080,Trevor Morgan,1
nm0000603__nm0000613,nm0000603,Vanessa Redgrave,<->,nm0000613,Joely Richardson,2
nm0000603__nm11864586,nm0000603,Vanessa Redgrave,<->,nm11864586,Vag Papian,1
nm0000603__nm1225172,nm0000603,Vanessa Redgrave,<->,nm1225172,Maxim Vengerov,1
nm0000146__nm0000603,nm0000146,Ralph Fiennes,<->,nm0000603,Vanessa Redgrave,1
nm0000603__nm0001655,nm0000603,Vanessa Redgrave,<->,nm0001655,Lynn Redgrave,1
nm0000603__nm0001670,nm0000603,Vanessa Redgrave,<->,nm0001670,Natasha Richardson,1
nm0000132__nm0000603,nm0000132,Claire Danes,<->,nm0000603,Vanessa Redgrave,1
nm0000603__nm0001057,nm0000603,Vanessa Redgrave,<->,nm0001057,Toni Collette,1
nm0000603__nm0933940,nm0000603,Vanessa Redgrave,<->,nm0933940,Patrick Wilson,1
nm0000603__nm0213482,nm0000603,Vanessa Redgrave,<->,nm0213482,Marcia DeBonis,1
nm0000603__nm0305558,nm0000603,Vanessa Redgrave,<->,nm0305558,Gael García Bernal,1
nm0000603__nm1086543,nm0000603,Vanessa Redgrave,<->,nm1086543,Amanda Seyfried,1
nm0000603__nm0000657,nm0000603,Vanessa Redgrave,<->,nm0000657,David Strathairn,1
nm0000603__nm0000899,nm0000603,Vanessa Redgrave,<->,nm0000899,Monica Bellucci,1
nm0000603__nm0001838,nm0000603,Vanessa Redgrave,<->,nm0001838,Rachel Weisz,1
nm0000603__nm11641827,nm0000603,Vanessa Redgrave,<->,nm11641827,Tilly Marsan,1
nm0000603__nm11882642,nm0000603,Vanessa Redgrave,<->,nm11882642,Amelia Minto,1
nm0000603__nm1305192,nm0000603,Vanessa Redgrave,<->,nm1305192,Siobhan Hewlett,1
nm0000603__nm0136797,nm0000603,Vanessa Redgrave,<->,nm0136797,Steve Carell,1
nm0000603__nm0749263,nm0000603,Vanessa Redgrave,<->,nm0749263,Mark Ruffalo,1
nm0000603__nm1475594,nm0000603,Vanessa Redgrave,<->,nm1475594,Channing Tatum,1
nm0000603__nm0000925,nm0000603,Vanessa Redgrave,<->,nm0000925,Steven Berkoff,1
nm0000603__nm5083856,nm0000603,Vanessa Redgrave,<->,nm5083856,Lewis Allcock,1
nm0000603__nm0000667,nm0000603,Vanessa Redgrave,<->,nm0000667,David Thewlis,1
nm0000603__nm0273797,nm0000603,Vanessa Redgrave,<->,nm0273797,Sebastian Armesto,1
nm0000603__nm0406975,nm0000603,Vanessa Redgrave,<->,nm0406975,Rhys Ifans,1
nm0000603__nm0570819,nm0000603,Vanessa Redgrave,<->,nm0570819,Stephen Eric McIntyre,1
nm0000603__nm0690803,nm0000603,Vanessa Redgrave,<->,nm0690803,Aaron Poole,1
nm0000603__nm0724995,nm0000603,Vanessa Redgrave,<->,nm0724995,Julian Richings,1
nm0000603__nm0000906,nm0000603,Vanessa Redgrave,<->,nm0000906,Annette Bening,1
nm0000603__nm0910607,nm0000603,Vanessa Redgrave,<->,nm0910607,Christoph Waltz,1
nm0000603__nm3659660,nm0000603,Vanessa Redgrave,<->,nm3659660,Corey Hawkins,1
nm0000603__nm0001667,nm0000603,Vanessa Redgrave,<->,nm0001667,Jonathan Rhys Meyers,1
nm0000603__nm0730413,nm0000603,Vanessa Redgrave,<->,nm0730413,Lois Robbins,1
nm0000457__nm0452288,nm0000457,John Hurt,<->,nm0452288,Margot Kidder,1
nm0000457__nm0000579,nm0000457,John Hurt,<->,nm0000579,Ron Perlman,1
nm0000457__nm0004757,nm0000457,John Hurt,<->,nm0004757,Selma Blair,1
nm0000457__nm0427964,nm0000457,John Hurt,<->,nm0427964,Doug Jones,1
nm0000115__nm0000457,nm0000115,Nicolas Cage,<->,nm0000457,John Hurt,1
nm0000288__nm0000457,nm0000288,Christian Bale,<->,nm0000457,John Hurt,1
nm0000457__nm0004851,nm0000457,John Hurt,<->,nm0004851,Penélope Cruz,1
nm0000207__nm0000457,nm0000207,Christina Ricci,<->,nm0000457,John Hurt,1
nm0000457__nm0001492,nm0000457,John Hurt,<->,nm0001492,Kyle MacLachlan,1
nm0000457__nm0799591,nm0000457,John Hurt,<->,nm0799591,John Simm,1
nm0000378__nm0000457,nm0000378,Minnie Driver,<->,nm0000457,John Hurt,1
nm0000450__nm0000457,nm0000450,Philip Seymour Hoffman,<->,nm0000457,John Hurt,1
nm0000457__nm0001999,nm0000457,John Hurt,<->,nm0001999,Maury Chaykin,1
nm0000457__nm0199215,nm0000457,John Hurt,<->,nm0199215,Hugh Dancy,1
nm0000457__nm0395850,nm0000457,John Hurt,<->,nm0395850,Dominique Horwitz,1
nm0000457__nm0537158,nm0000457,John Hurt,<->,nm0537158,Louis Mahoney,1
nm0000457__nm0000704,nm0000457,John Hurt,<->,nm0000704,Elijah Wood,1
nm0000457__nm0141697,nm0000457,John Hurt,<->,nm0141697,Jim Carter,1
nm0000457__nm0914455,nm0000457,John Hurt,<->,nm0914455,Leonor Watling,1
nm0000457__nm0574534,nm0000457,John Hurt,<->,nm0574534,Ian McShane,2
nm0000457__nm0929489,nm0000457,John Hurt,<->,nm0929489,Tom Wilkinson,1
nm0000457__nm0935653,nm0000457,John Hurt,<->,nm0935653,Ray Winstone,1
nm0000457__nm0006958,nm0000457,John Hurt,<->,nm0006958,Jonathan Tucker,1
nm0000457__nm0633223,nm0000457,John Hurt,<->,nm0633223,Cynthia Nixon,1
nm0000457__nm0641354,nm0000457,John Hurt,<->,nm0641354,Denis O'Hare,1
nm0000457__nm0000545,nm0000457,John Hurt,<->,nm0000545,Helen Mirren,1
nm0000457__nm0727165,nm0000457,John Hurt,<->,nm0727165,Sam Riley,1
nm0000457__nm2057859,nm0000457,John Hurt,<->,nm2057859,Andrea Riseborough,1
nm0000457__nm0000620,nm0000457,John Hurt,<->,nm0000620,Mickey Rourke,1
nm0000457__nm0001151,nm0000457,John Hurt,<->,nm0001151,Stephen Dorff,1
nm0000457__nm0147147,nm0000457,John Hurt,<->,nm0147147,Henry Cavill,1
nm0000457__nm0001212,nm0000457,John Hurt,<->,nm0001212,Joseph Fiennes,1
nm0000457__nm0425005,nm0000457,John Hurt,<->,nm0425005,Dwayne Johnson,1
nm0000457__nm1120593,nm0000457,John Hurt,<->,nm1120593,Emily Barclay,1
nm0000457__nm3041116,nm0000457,John Hurt,<->,nm3041116,Charlie-Rose MacLennan,1
nm0000457__nm3581218,nm0000457,John Hurt,<->,nm3581218,Lily Bell Tindley,1
nm0000457__nm0000654,nm0000457,John Hurt,<->,nm0000654,Terence Stamp,1
nm0000457__nm0675730,nm0000457,John Hurt,<->,nm0675730,Sean Pertwee,1
nm0000457__nm0905357,nm0000457,John Hurt,<->,nm0905357,Steven Waddington,1
nm0000457__nm0842770,nm0000457,John Hurt,<->,nm0842770,Tilda Swinton,1
nm0000457__nm1089991,nm0000457,John Hurt,<->,nm1089991,Tom Hiddleston,1
nm0000457__nm1985859,nm0000457,John Hurt,<->,nm1985859,Mia Wasikowska,1
nm0000457__nm2261451,nm0000457,John Hurt,<->,nm2261451,Michael Bisping,1
nm0000457__nm2596460,nm0000457,John Hurt,<->,nm2596460,Chanel Cresswell,1
nm0000457__nm2890541,nm0000457,John Hurt,<->,nm2890541,Josh Helman,1
nm0000457__nm0602445,nm0000457,John Hurt,<->,nm0602445,Mark Moraghan,1
nm0000457__nm1469236,nm0000457,John Hurt,<->,nm1469236,Olivia Colman,1
nm0000457__nm1519666,nm0000457,John Hurt,<->,nm1519666,Eddie Redmayne,1
nm0000457__nm0000538,nm0000457,John Hurt,<->,nm0000538,Colm Meaney,1
nm0000457__nm0001758,nm0000457,John Hurt,<->,nm0001758,Timothy Spall,1
nm0000457__nm0383603,nm0000457,John Hurt,<->,nm0383603,Freddie Highmore,1
nm0000457__nm0114238,nm0000457,John Hurt,<->,nm0114238,Max Brown,1
nm0000457__nm0375138,nm0000457,John Hurt,<->,nm0375138,Sofia Helin,1
nm0000457__nm3260333,nm0000457,John Hurt,<->,nm3260333,Erin Richards,1
nm0001743__nm0452288,nm0001743,Marc Singer,<->,nm0452288,Margot Kidder,1
nm0372798__nm0452288,nm0372798,David Heavener,<->,nm0452288,Margot Kidder,1
nm0452288__nm0596959,nm0452288,Margot Kidder,<->,nm0596959,Richard Moll,1
nm0000510__nm0452288,nm0000510,Andie MacDowell,<->,nm0452288,Margot Kidder,1
nm0000619__nm0452288,nm0000619,Tim Roth,<->,nm0452288,Margot Kidder,1
nm0452288__nm0494078,nm0452288,Margot Kidder,<->,nm0494078,Samuel Le Bihan,1
nm0001025__nm0452288,nm0001025,Seymour Cassel,<->,nm0452288,Margot Kidder,1
nm0001283__nm0452288,nm0001283,Louis Gossett Jr.,<->,nm0452288,Margot Kidder,1
nm0452288__nm0807649,nm0452288,Margot Kidder,<->,nm0807649,Cedric Smith,1
nm0001002__nm0001299,nm0001002,Dean Cain,<->,nm0001299,Thomas Ian Griffith,1
nm0001002__nm0923529,nm0001002,Dean Cain,<->,nm0923529,Justin Whalin,1
nm0001002__nm0936365,nm0001002,Dean Cain,<->,nm0936365,Jodi Bianca Wise,1
nm0000616__nm0001002,nm0000616,Eric Roberts,<->,nm0001002,Dean Cain,2
nm0001002__nm0230693,nm0001002,Dean Cain,<->,nm0230693,Lexa Doig,1
nm0001002__nm0824220,nm0001002,Dean Cain,<->,nm0824220,Peter Stebbings,1
nm0000884__nm0001002,nm0000884,Jennifer Beals,<->,nm0001002,Dean Cain,1
nm0001002__nm0002078,nm0001002,Dean Cain,<->,nm0002078,Frederic Forrest,1
nm0001002__nm0005078,nm0001002,Dean Cain,<->,nm0005078,Stacy Keach,1
nm0001002__nm0103785,nm0001002,Dean Cain,<->,nm0103785,Zach Braff,1
nm0001002__nm0648249,nm0001002,Dean Cain,<->,nm0648249,Timothy Olyphant,1
nm0001002__nm0916491,nm0001002,Dean Cain,<->,nm0916491,Ben Weber,1
nm0001002__nm0001614,nm0001002,Dean Cain,<->,nm0001614,Lori Petty,1
nm0001002__nm0004995,nm0001002,Dean Cain,<->,nm0004995,Mel Harris,1
nm0001002__nm0879186,nm0001002,Dean Cain,<->,nm0879186,Richard Tyson,1
nm0001002__nm0080807,nm0001002,Dean Cain,<->,nm0080807,Dean Biasucci,1
nm0001002__nm0480118,nm0001002,Dean Cain,<->,nm0480118,Elizabeth Lackey,1
nm0001002__nm0791968,nm0001002,Dean Cain,<->,nm0791968,Mark Sheppard,1
nm0001002__nm0098372,nm0001002,Dean Cain,<->,nm0098372,Brian Bosworth,1
nm0001002__nm0476906,nm0001002,Dean Cain,<->,nm0476906,Mimi Kuzyk,1
nm0001002__nm0558818,nm0001002,Dean Cain,<->,nm0558818,Heather Mathieson,1
nm0000243__nm0001002,nm0000243,Denzel Washington,<->,nm0001002,Dean Cain,1
nm0001002__nm0005125,nm0001002,Dean Cain,<->,nm0005125,Sanaa Lathan,1
nm0001002__nm0578949,nm0001002,Dean Cain,<->,nm0578949,Eva Mendes,1
nm0001002__nm0034339,nm0001002,Dean Cain,<->,nm0034339,Cody Arens,1
nm0001002__nm0205174,nm0001002,Dean Cain,<->,nm0205174,Michael Earl,1
nm0001002__nm0491590,nm0001002,Dean Cain,<->,nm0491590,Ed Lauter,1
nm0000911__nm0001002,nm0000911,Nigel Bennett,<->,nm0001002,Dean Cain,1
nm0001002__nm0852603,nm0001002,Dean Cain,<->,nm0852603,Joanna Taylor,1
nm0001002__nm0956810,nm0001002,Dean Cain,<->,nm0956810,Bettina Zimmermann,1
nm0001002__nm0001044,nm0001002,Dean Cain,<->,nm0001044,Rae Dawn Chong,1
nm0001002__nm0184965,nm0001002,Dean Cain,<->,nm0184965,Christina Cox,1
nm0001002__nm0362510,nm0001002,Dean Cain,<->,nm0362510,Mickey Hardt,1
nm0001002__nm0001803,nm0001002,Dean Cain,<->,nm0001803,Danny Trejo,1
nm0001002__nm0084950,nm0001002,Dean Cain,<->,nm0084950,Irina Björklund,1
nm0001002__nm1008709,nm0001002,Dean Cain,<->,nm1008709,Ashley Scott,1
nm0001002__nm0001533,nm0001002,Dean Cain,<->,nm0001533,Meat Loaf,1
nm0001002__nm0004786,nm0001002,Dean Cain,<->,nm0004786,Brooke Burns,1
nm0001002__nm0290310,nm0001002,Dean Cain,<->,nm0290310,Ryan Francis,1
nm0001002__nm3072031,nm0001002,Dean Cain,<->,nm3072031,Sandy Kim,2
nm0001002__nm6726195,nm0001002,Dean Cain,<->,nm6726195,Michael Sigler,4
nm0001002__nm6873204,nm0001002,Dean Cain,<->,nm6873204,Phuong Kubacki,1
nm0001002__nm7760858,nm0001002,Dean Cain,<->,nm7760858,Michael Ochotorena,1
nm0001002__nm9899402,nm0001002,Dean Cain,<->,nm9899402,Katherine Elise Shaw,4
nm0000232__nm0001002,nm0000232,Sharon Stone,<->,nm0001002,Dean Cain,1
nm0000686__nm0001002,nm0000686,Christopher Walken,<->,nm0001002,Dean Cain,1
nm0001002__nm0005273,nm0001002,Dean Cain,<->,nm0005273,Alessandro Nivola,1
nm0001002__nm0233304,nm0001002,Dean Cain,<->,nm0233304,Mike Dopud,1
nm0001002__nm0517059,nm0001002,Dean Cain,<->,nm0517059,Anne Marie DeLuise,1
nm0001002__nm0571741,nm0001002,Dean Cain,<->,nm0571741,Britt McKillip,1
nm0001002__nm10694170,nm0001002,Dean Cain,<->,nm10694170,Anna Cava,1
nm0001002__nm10980353,nm0001002,Dean Cain,<->,nm10980353,Luke Hersey,1
nm0001002__nm10980379,nm0001002,Dean Cain,<->,nm10980379,Luke A. Hersey,1
nm0001002__nm3028546,nm0001002,Dean Cain,<->,nm3028546,Kathy Patterson,2
nm0001002__nm5082358,nm0001002,Dean Cain,<->,nm5082358,Luba Hansen,2
nm0001002__nm9185326,nm0001002,Dean Cain,<->,nm9185326,Daniel Brooks,1
nm0001002__nm9521809,nm0001002,Dean Cain,<->,nm9521809,Jason Cantoni,1
nm0001002__nm1520977,nm0001002,Dean Cain,<->,nm1520977,Timothy E. Goodwin,3
nm0001002__nm9214774,nm0001002,Dean Cain,<->,nm9214774,Franco Maicas,1
nm0001002__nm7429538,nm0001002,Dean Cain,<->,nm7429538,Gary Lee Vincent,1
nm0001002__nm7439304,nm0001002,Dean Cain,<->,nm7439304,Kathy Sanders,1
nm0001002__nm11030784,nm0001002,Dean Cain,<->,nm11030784,Kenny Clemons,1
nm0001002__nm7586556,nm0001002,Dean Cain,<->,nm7586556,Jeff Moore,1
nm0001002__nm8330146,nm0001002,Dean Cain,<->,nm8330146,Richard Zane,1
nm0001002__nm8825502,nm0001002,Dean Cain,<->,nm8825502,Barry Michael Dailey,1
nm0001002__nm9259643,nm0001002,Dean Cain,<->,nm9259643,Dennis P. Marburger,1
nm0001002__nm9384895,nm0001002,Dean Cain,<->,nm9384895,Barbara Zablocky,1
nm0001002__nm11226500,nm0001002,Dean Cain,<->,nm11226500,Miley Smith,1
nm0001002__nm13882888,nm0001002,Dean Cain,<->,nm13882888,David Alejandro Jr.,1
nm0001002__nm1678054,nm0001002,Dean Cain,<->,nm1678054,Michael Clayton,1
nm0001002__nm7403609,nm0001002,Dean Cain,<->,nm7403609,Brandon Rossel,1
nm0001002__nm7448207,nm0001002,Dean Cain,<->,nm7448207,Kayla Huth,1
nm0001002__nm7541927,nm0001002,Dean Cain,<->,nm7541927,Lily Rose Smith,1
nm0001002__nm8316517,nm0001002,Dean Cain,<->,nm8316517,Tiffini Holtsberg Gothard,1
nm0001002__nm0002364,nm0001002,Dean Cain,<->,nm0002364,Dante Basco,1
nm0001002__nm0263759,nm0001002,Dean Cain,<->,nm0263759,Briana Evigan,1
nm0001002__nm1137883,nm0001002,Dean Cain,<->,nm1137883,Jericho Rosales,1
nm0001002__nm0795449,nm0001002,Dean Cain,<->,nm0795449,Sonny Shroyer,1
nm0001002__nm3163952,nm0001002,Dean Cain,<->,nm3163952,Pierce Gagnon,1
nm0001002__nm3292692,nm0001002,Dean Cain,<->,nm3292692,Matt Lintz,1
nm0001002__nm0201178,nm0001002,Dean Cain,<->,nm0201178,Christopher Darga,1
nm0001002__nm1736524,nm0001002,Dean Cain,<->,nm1736524,Stephen Ford,1
nm0001002__nm2303071,nm0001002,Dean Cain,<->,nm2303071,Lacy Phillips,1
nm0001002__nm11908508,nm0001002,Dean Cain,<->,nm11908508,Michael Davis Arnold,1
nm0001002__nm2450023,nm0001002,Dean Cain,<->,nm2450023,Jay J. Bidwell,1
nm0001002__nm5328659,nm0001002,Dean Cain,<->,nm5328659,Serena Chiappelli,1
nm0001002__nm5874124,nm0001002,Dean Cain,<->,nm5874124,Michael James Alexander,1
nm0001002__nm8302445,nm0001002,Dean Cain,<->,nm8302445,Jimmie Chiappelli,1
nm0001002__nm8442923,nm0001002,Dean Cain,<->,nm8442923,Xander Castillo,1
nm0001002__nm9895876,nm0001002,Dean Cain,<->,nm9895876,Emily Buckner,1
nm0001002__nm10843335,nm0001002,Dean Cain,<->,nm10843335,Krystian Leonard,1
nm0001002__nm12015373,nm0001002,Dean Cain,<->,nm12015373,Collins Randolph,1
nm0001002__nm6276059,nm0001002,Dean Cain,<->,nm6276059,Ignacyo Matynia,1
nm0000134__nm0001002,nm0000134,Robert De Niro,<->,nm0001002,Dean Cain,1
nm0000281__nm0001002,nm0000281,Scott Baio,<->,nm0001002,Dean Cain,1
nm0001002__nm0001108,nm0001002,Dean Cain,<->,nm0001108,Robert Davi,1
nm0001002__nm0004765,nm0001002,Dean Cain,<->,nm0004765,Andrea Bocelli,1
nm0001002__nm0044582,nm0001002,Dean Cain,<->,nm0044582,Eric B.,1
nm0001002__nm11422443,nm0001002,Dean Cain,<->,nm11422443,JP Andrade,1
nm0001002__nm1154986,nm0001002,Dean Cain,<->,nm1154986,DeRay Davis,1
nm0001002__nm3952294,nm0001002,Dean Cain,<->,nm3952294,Glen Davis,1
nm0001002__nm3365674,nm0001002,Dean Cain,<->,nm3365674,Irina Abraham,1
nm0001002__nm4006446,nm0001002,Dean Cain,<->,nm4006446,David Vaughn,1
nm0001002__nm6372955,nm0001002,Dean Cain,<->,nm6372955,Devin Fuller,1
nm0001002__nm10632860,nm0001002,Dean Cain,<->,nm10632860,Joseph Moreland,2
nm0001002__nm2574402,nm0001002,Dean Cain,<->,nm2574402,Heather Taddy,1
nm0001002__nm1152002,nm0001002,Dean Cain,<->,nm1152002,Tim Perez-Ross,1
nm0001002__nm12752051,nm0001002,Dean Cain,<->,nm12752051,Ernesto Alcantara,1
nm0001002__nm7216456,nm0001002,Dean Cain,<->,nm7216456,Kenny Keen,1
nm0001002__nm7495348,nm0001002,Dean Cain,<->,nm7495348,Shane Yuhas,2
